Dmax,I0_real,I0_real_err,I0_recip,Rg_autorg,Rg_real,Rg_real_err,Rg_recip,estimate,file,status
42.88,53.86,3.463,53.86,10.6907,13.3,0.6381,13.24,0.6933,sample_FCHO1IDR_00040000-integrate_subtracted.dat,ok
42.89,68.47,5.687,68.46,9.24377,13.63,0.9218,13.54,0.6938,sample_FCHO1IDR_00050000-integrate_subtracted.dat,ok
26.39,9.831,0.7366,9.83,4.69215,6.218,1.14,6.146,0.5967,sample_FCHO2IDR0000-integrate_subtracted.dat,ok
6.51,3.9,0.0898,3.9,2.74134,2.459,0.04022,2.459,0.6827,sample_FCHO2IDR10000-integrate_subtracted.dat,ok
15.53,10.3,0.3214,10.3,2.91363,3.192,0.3573,3.184,0.6558,sample_FCHO2IDR1_00020000-integrate_subtracted.dat,ok
9.26,19.22,0.1125,19.22,3.11275,3.038,0.01947,3.035,0.7546,sample_FCHO2IDR1_00030000-integrate_subtracted.dat,ok
10.24,27.53,0.1846,27.53,3.30564,3.236,0.02498,3.232,0.8248,sample_FCHO2IDR1_00040000-integrate_subtracted.dat,ok
10.14,38.89,0.1556,38.89,3.22061,3.311,0.01506,3.307,0.7982,sample_FCHO2IDR1_00050000-integrate_subtracted.dat,ok
10.27,4.263,0.1712,4.263,3.18752,3.318,0.1884,3.311,0.5872,sample_FCHO2IDR20000-integrate_subtracted.dat,ok
9.71,10.28,0.1241,10.28,3.50531,3.351,0.05082,3.346,0.6157,sample_FCHO2IDR2_00020000-integrate_subtracted.dat,ok
9.74,17.85,0.1182,17.85,3.57252,3.289,0.02115,3.287,0.836,sample_FCHO2IDR2_00030000-integrate_subtracted.dat,ok
20.08,31.19,0.4097,31.19,3.57065,4.312,0.1498,4.283,0.6785,sample_FCHO2IDR2_00040000-integrate_subtracted.dat,ok
10.35,36.98,0.186,36.98,3.76113,3.534,0.01782,3.529,0.7026,sample_FCHO2IDR2_00050000-integrate_subtracted.dat,ok
12.97,17.54,0.2144,17.54,5.46161,4.533,0.03668,4.528,0.8162,sample_FCHO2IDR_00020000-integrate_subtracted.dat,ok
25.4,47.92,0.7658,47.91,5.79889,7.113,0.1671,7.027,0.618,sample_FCHO2IDR_00030000-integrate_subtracted.dat,ok
20.32,60.62,0.6295,60.61,6.15055,6.259,0.07594,6.214,0.6785,sample_FCHO2IDR_00040000-integrate_subtracted.dat,ok
24.08,80.93,0.8111,80.91,5.15467,6.952,0.0881,6.869,0.6503,sample_FCHO2IDR_00050000-integrate_subtracted.dat,ok
25.24,86.36,0.6817,86.36,4.20301,9.534,0.01532,9.532,0.287,sample_FE65_0p50000-integrate_subtracted.dat,ok
4.52,23.51,0.1065,23.51,2.00951,1.898,0.005325,1.898,0.2278,sample_FE65_10000-integrate_subtracted.dat,ok
4.57,37.35,0.09304,37.35,1.96105,1.886,0.00282,1.886,0.2874,sample_FE65_20000-integrate_subtracted.dat,ok
6.86,45.71,0.1994,45.71,2.24521,2.091,0.01108,2.091,0.617,sample_FITC0000-integrate_subtracted.dat,ok
4.55,0.0008336,4.587e-05,0.0008336,1.0207,0.8025,0.2372,0.8031,0.4787,sample_FK13_01_25mgml0000-integrate_subtracted.dat,ok
4.23,0.001511,6.673e-05,0.001511,1.5701,1.637,0.0634,1.637,0.5073,sample_FK13_01_25mgml_00020000-integrate_subtracted.dat,ok
8.69,0.00622,0.000261,0.00622,2.53039,2.763,0.118,2.762,0.6232,sample_FK13_01_25mgml_00030000-integrate_subtracted.dat,ok
24.81,0.005315,0.0007461,0.005315,8.79108,10.81,0.7427,10.81,0.5863,sample_FK13_0_312mgml_00020000-integrate_subtracted.dat,ok
18.48,0.002886,0.0007102,0.002886,8.45,4.562,2.042,4.55,0.6006,sample_FK13_0_312mgml_00030000-integrate_subtracted.dat,ok
,,,,,,,,,sample_FK13_0_625mgml0000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_FK13_0_625mgml_00020000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_FK13_0_625mgml_00030000-integrate_subtracted.dat,autorg_failed
23.47,0.002159,0.0004252,0.002159,4.47007,4.136,2.136,4.033,0.6444,sample_FK13_2_5mgml0000-integrate_subtracted.dat,ok
6.82,0.001999,8.478e-05,0.001999,1.25994,1.249,0.312,1.249,0.5466,sample_FK13_2_5mgml_00020000-integrate_subtracted.dat,ok
20.65,0.0121,0.001068,0.0121,4.70959,4.92,1.025,4.914,0.5864,sample_FK13_2_5mgml_00030000-integrate_subtracted.dat,ok
21.86,0.003888,0.0002837,0.003887,7.04848,3.94,1.222,3.842,0.6369,sample_FK13_5mgml0000-integrate_subtracted.dat,ok
4.24,0.003725,4.742e-05,0.003725,1.0437,1.068,0.03898,1.068,0.6432,sample_FK13_5mgml_00020000-integrate_subtracted.dat,ok
22.08,0.01585,0.0007565,0.01585,3.7545,4.813,0.5658,4.795,0.6652,sample_FK13_5mgml_00030000-integrate_subtracted.dat,ok
11.29,12.97,0.1803,12.97,4.82174,4.049,0.03194,4.047,0.8837,sample_FLFCHO20000-integrate_subtracted.dat,ok
14.5,31.83,0.3438,31.83,4.79495,4.732,0.05608,4.72,0.825,sample_FLFCHO2_00020000-integrate_subtracted.dat,ok
16.33,73.83,0.2787,73.83,5.06149,5.136,0.02151,5.119,0.8074,sample_FLFCHO2_00030000-integrate_subtracted.dat,ok
19.87,123.9,0.5687,123.9,5.21537,5.594,0.03512,5.561,0.6764,sample_FLFCHO2_00040000-integrate_subtracted.dat,ok
19.45,155.3,0.7485,155.2,5.34299,5.61,0.04163,5.574,0.7308,sample_FLFCHO2_00050000-integrate_subtracted.dat,ok
40.18,812.2,7.866,812.1,9.46721,11.38,0.1152,11.35,0.9075,sample_FLNCFATZ_1p10000-integrate_subtracted.dat,ok
39.0,1166.0,6.678,1165.0,11.5058,11.65,0.05707,11.62,0.8901,sample_FLNCFATZ_1p50000-integrate_subtracted.dat,ok
40.44,1926.0,13.02,1926.0,11.9292,12.3,0.07072,12.26,0.8523,sample_FLNCFATZ_2p50000-integrate_subtracted.dat,ok
,,,,,,,,,sample_FL_Tir_pHTP9_0p2660000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_FL_Tir_pHTP9_0p4730000-integrate_subtracted.dat,autorg_failed
24.41,128.2,1.293,128.2,8.49014,8.471,0.06536,8.454,0.9107,sample_FL_Tir_pHTP9_0p5820000-integrate_subtracted.dat,ok
28.16,196.3,1.237,196.3,9.16873,9.057,0.05358,9.021,0.8887,sample_FL_Tir_pHTP9_0p8130000-integrate_subtracted.dat,ok
51.17,1792.0,26.17,1792.0,8.84004,10.43,0.3269,10.35,0.6915,sample_FT0000-integrate_subtracted.dat,ok
43.22,1170.0,9.897,1170.0,9.173,10.17,0.1457,10.09,0.6867,sample_FT20000-integrate_subtracted.dat,ok
41.41,1600.0,15.94,1600.0,8.64732,9.83,0.1683,9.753,0.6835,sample_FTb0000-integrate_subtracted.dat,ok
52.08,1091.0,17.78,1091.0,8.92022,10.57,0.3704,10.48,0.6898,sample_FTb20000-integrate_subtracted.dat,ok
44.28,849.6,11.23,849.5,8.99589,10.27,0.2353,10.19,0.6881,sample_FTb30000-integrate_subtracted.dat,ok
13.46,0.443,0.000784,0.443,3.64029,3.636,0.01119,3.63,0.7399,sample_Fan_BSA_0p4480000-integrate_subtracted.dat,ok
13.23,0.2252,0.000464,0.2252,3.80507,3.852,0.01244,3.845,0.7527,sample_Fan_BSA_0p5770000-integrate_subtracted.dat,ok
13.19,0.1187,0.0002834,0.1187,3.79944,3.846,0.01339,3.84,0.7874,sample_Fan_BSA_0p9750000-integrate_subtracted.dat,ok
12.56,0.05401,0.0002165,0.05401,3.92848,3.889,0.02243,3.883,0.7552,sample_Fan_BSA_2p4050000-integrate_subtracted.dat,ok
,,,,,,,,,sample_Fan_BSA_3p5650000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_Fan_BSA_7p1910000-integrate_subtracted.dat,autorg_failed
30.44,5.198,0.5948,5.198,6.23997,9.59,0.7531,9.562,0.8332,sample_Fella10000-integrate_subtracted.dat,ok
25.72,70.3,0.7019,70.3,8.72795,8.439,0.06945,8.413,0.842,sample_Fella20000-integrate_subtracted.dat,ok
11.64,25.2,0.1986,25.2,3.71379,3.672,0.0341,3.668,0.8141,sample_Fella30000-integrate_subtracted.dat,ok
16.87,237.9,0.4662,237.9,4.63466,4.904,0.01534,4.894,0.6763,sample_Fella40000-integrate_subtracted.dat,ok
21.02,22.47,0.4329,22.47,3.50249,10.06,0.0613,10.1,0.2243,sample_Fella50000-integrate_subtracted.dat,ok
66.12,56.66,6.467,56.66,12.8047,19.44,1.701,19.31,0.6848,sample_Fella60000-integrate_subtracted.dat,ok
7.11,6.829,0.07084,6.829,2.84454,2.604,0.02288,2.603,0.6859,sample_Fella70000-integrate_subtracted.dat,ok
14.13,70.07,0.2133,70.07,3.87377,4.093,0.0205,4.088,0.7062,sample_Fella80000-integrate_subtracted.dat,ok
14.3,539.2,0.7242,539.2,5.34205,5.157,0.00541,5.161,0.9084,sample_FerMamC0000-integrate_subtracted.dat,ok
13.26,780.5,1.174,780.5,5.66109,5.085,0.003816,5.088,0.6106,sample_FerMamCFe0000-integrate_subtracted.dat,ok
17.16,554.6,0.9216,554.6,5.53487,5.437,0.009985,5.442,0.9177,sample_FerWT0000-integrate_subtracted.dat,ok
28.74,851.3,3.155,851.3,5.91493,6.364,0.06185,6.339,0.6868,sample_FerWTFe0000-integrate_subtracted.dat,ok
35.15,545.8,4.216,545.7,6.49294,7.989,0.1418,7.899,0.6408,sample_Fermm560000-integrate_subtracted.dat,ok
14.63,679.4,1.053,679.4,7.31805,5.401,0.00395,5.403,0.6074,sample_Fermm56Fe0000-integrate_subtracted.dat,ok
48.76,973.4,8.216,973.3,13.1908,16.0,0.09557,15.92,0.7432,sample_Fibrinogen0000-integrate_subtracted.dat,ok
44.97,871.2,5.159,871.0,15.6345,15.39,0.05805,15.3,0.5232,sample_Fibrinogen_20000-integrate_subtracted.dat,ok
46.07,700.7,7.235,700.6,16.7449,15.21,0.1132,15.1,0.7257,sample_Fibrinogen_Thrombin_00000-integrate_subtracted.dat,ok
8.03,36.28,0.153,36.28,2.4616,2.455,0.01531,2.454,0.837,sample_Fish0p6250000-integrate_subtracted.dat,ok
6.51,72.08,0.118,72.08,2.62818,2.398,0.002622,2.398,0.6033,sample_Fish1p250000-integrate_subtracted.dat,ok
56.53,482.6,17.7,482.5,10.9471,16.86,0.5965,16.7,0.6694,sample_Fish2p50000-integrate_subtracted.dat,ok
6.42,284.1,0.2415,284.1,2.54504,2.396,0.001228,2.396,0.6065,sample_Fish50000-integrate_subtracted.dat,ok
5.26,59.0,0.05476,59.0,1.49975,1.618,0.002863,1.618,0.5126,sample_FishLig1p250000-integrate_subtracted.dat,ok
10.5,90.16,0.1244,90.16,1.79915,1.621,0.01759,1.624,0.5209,sample_FishLig2p50000-integrate_subtracted.dat,ok
11.69,156.5,0.1923,156.5,2.00247,1.991,0.01473,1.992,0.6078,sample_FishLig50000-integrate_subtracted.dat,ok
,,,,,,,,,sample_FtsZ0000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_FtsZ_1_20000-integrate_subtracted.dat,autorg_failed
2.47,10.09,0.1105,6.458,1.00929,1.755,0.01613,16.76,0.2919,sample_FtsZ_1_30000-integrate_subtracted.dat,ok
16.89,0.9104,0.001281,0.9104,3.59949,4.003,0.01405,3.989,0.7042,sample_G00000-integrate_subtracted.dat,ok
14.64,0.9026,0.001112,0.9026,3.60405,3.876,0.008632,3.864,0.7044,sample_G0t0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_G10000-integrate_subtracted.dat,autorg_failed
15.53,0.8319,0.001278,0.8319,3.62287,3.924,0.01143,3.913,0.7138,sample_G100000-integrate_subtracted.dat,ok
15.36,0.8149,0.001284,0.8149,3.69513,3.952,0.01084,3.94,0.7249,sample_G110000-integrate_subtracted.dat,ok
15.98,0.7977,0.001,0.7977,3.83939,4.133,0.009955,4.119,0.6985,sample_G120000-integrate_subtracted.dat,ok
17.37,0.7681,0.0008281,0.7681,4.05003,4.367,0.009701,4.351,0.7208,sample_G130000-integrate_subtracted.dat,ok
18.65,0.7821,0.001152,0.7821,4.38004,4.78,0.01401,4.758,0.6132,sample_G140000-integrate_subtracted.dat,ok
17.57,0.936,0.002048,0.936,3.73018,4.016,0.02277,4.002,0.6409,sample_G1t0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_G20000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_G20_270000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_G20_280000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_G20_290000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_G20_310000-integrate_subtracted.dat,autorg_failed
16.4,0.9376,0.001018,0.9376,3.75339,4.016,0.009481,4.003,0.7069,sample_G2t0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_G30000-integrate_subtracted.dat,autorg_failed
15.92,0.9111,0.0008518,0.9111,3.7806,4.022,0.008077,4.009,0.7149,sample_G3t0000-integrate_subtracted.dat,ok
56.99,4.57,0.08116,4.57,11.6673,13.68,0.3183,13.59,0.6614,sample_G40000-integrate_subtracted.dat,ok
,,,,,,,,,sample_G40_380000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_G40_390000-integrate_subtracted.dat,autorg_failed
10.75,1.334,0.000791,1.334,4.48192,3.901,0.001437,3.9,0.5902,sample_G50000-integrate_subtracted.dat,ok
14.13,0.8684,0.001254,0.8684,3.50676,3.77,0.00924,3.762,0.6342,sample_G5t0000-integrate_subtracted.dat,ok
15.95,0.8817,0.001362,0.8817,3.70002,3.987,0.01229,3.974,0.6979,sample_G60000-integrate_subtracted.dat,ok
,,,,,,,,,sample_G60_450000-integrate_subtracted.dat,autorg_failed
15.58,0.89,0.0008756,0.89,3.65308,3.898,0.008161,3.887,0.714,sample_G70000-integrate_subtracted.dat,ok
15.69,0.89,0.001282,0.89,3.67852,3.946,0.0114,3.934,0.7001,sample_G80000-integrate_subtracted.dat,ok
16.79,0.8621,0.001431,0.862,3.72976,3.998,0.01557,3.984,0.6948,sample_G90000-integrate_subtracted.dat,ok
3.59,13.09,0.09255,13.09,1.07181,1.072,0.01409,1.072,0.8597,sample_GB1_0pt60000-integrate_subtracted.dat,ok
23.86,220.5,2.094,220.3,3.97325,6.823,0.1035,6.619,0.4272,sample_GB1_11pt70000-integrate_subtracted.dat,ok
21.39,309.0,1.831,308.9,3.5877,6.105,0.0546,5.958,0.4175,sample_GB1_18pt60000-integrate_subtracted.dat,ok
3.01,20.29,0.06831,20.29,1.03868,1.048,0.00482,1.048,0.9338,sample_GB1_1pt40000-integrate_subtracted.dat,ok
31.63,284.7,4.589,284.6,7.25273,6.645,0.35,6.383,0.6024,sample_GB1_23pt80000-integrate_subtracted.dat,ok
3.14,40.58,0.08551,40.58,1.01341,1.018,0.003307,1.018,0.8648,sample_GB1_2pt80000-integrate_subtracted.dat,ok
40.08,171.6,6.612,171.6,7.17461,10.98,0.5294,10.76,0.6719,sample_GB1_6pt90000-integrate_subtracted.dat,ok
14.4,128.5,0.5249,128.5,2.78988,3.551,0.03521,3.532,0.6006,sample_GFP0000-integrate_subtracted.dat,ok
83.0,0.3825,0.0362,0.3825,16.3189,25.69,1.552,25.61,0.9231,sample_GLL_11_088_10000-integrate_subtracted.dat,ok
,,,,,,,,,sample_GLL_11_088_20000-integrate_subtracted.dat,autorg_failed
66.66,0.4546,0.02179,0.4546,17.2437,23.25,0.4605,23.23,0.8668,sample_GLL_11_088_30000-integrate_subtracted.dat,ok
,,,,,,,,,sample_GLL_11_088_40000-integrate_subtracted.dat,autorg_failed
5.95,0.008156,5.628e-05,0.008156,2.43389,2.076,0.01347,2.076,0.573,sample_GMP0170000-integrate_subtracted.dat,ok
,,,,,,,,,sample_GMP10000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_GMP170000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_GMP20000-integrate_subtracted.dat,autorg_failed
17.8,0.05911,0.0005287,0.05913,7.33159,5.072,0.1239,4.938,0.5906,sample_GMP40000-integrate_subtracted.dat,ok
3.02,0.145,6.045e-05,0.145,1.12122,1.072,0.0004687,1.072,0.5277,sample_GMP80000-integrate_subtracted.dat,ok
19.68,0.2511,0.0007204,0.2511,5.21455,4.94,0.02889,4.955,0.7961,sample_GN10000-integrate_subtracted.dat,ok
13.86,0.138,0.0002837,0.138,5.49111,5.485,0.007828,5.49,0.9226,sample_GN20000-integrate_subtracted.dat,ok
15.93,0.03818,0.0002841,0.03818,5.52346,5.556,0.03561,5.56,0.9052,sample_GN30000-integrate_subtracted.dat,ok
3.53,0.005742,5.907e-05,0.006588,1.77106,3.088,0.009624,24.33,0.2542,sample_GN3A0000-integrate_subtracted.dat,ok
4.64,0.004652,9.763e-05,0.006216,2.18492,4.047,0.0248,12.94,0.2896,sample_GN3B0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_GN3C0000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_GN40000-integrate_subtracted.dat,autorg_failed
4.23,0.009862,9.363e-05,0.01032,2.00575,3.516,0.01037,12.07,0.2656,sample_GN4A0000-integrate_subtracted.dat,ok
6.21,0.007284,7.327e-05,0.006327,2.48454,4.616,0.02675,11.66,0.2826,sample_GN4B0000-integrate_subtracted.dat,ok
12.69,0.006995,0.000123,0.006995,2.39936,6.594,0.03713,6.605,0.2557,sample_GN4C0000-integrate_subtracted.dat,ok
13.64,0.00687,0.0002087,0.00687,5.7413,5.351,0.0744,5.354,0.8653,sample_GN50000-integrate_subtracted.dat,ok
,,,,,,,,,sample_GN5A0000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_GN5B0000-integrate_subtracted.dat,autorg_failed
16.65,0.03846,0.0001657,0.03847,2.76664,9.194,0.009473,9.232,0.2816,sample_GN5C0000-integrate_subtracted.dat,ok
18.23,0.002736,0.0002041,0.002736,9.05262,5.617,0.3494,5.614,0.7802,sample_GN60000-integrate_subtracted.dat,ok
,,,,,,,,,sample_GN6A0000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_GN6B0000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_GN6C0000-integrate_subtracted.dat,autorg_failed
16.02,0.001852,0.0001554,0.001852,5.14067,5.454,0.4733,5.455,0.8831,sample_GN70000-integrate_subtracted.dat,ok
47.08,0.6254,0.001514,0.6254,12.1036,17.43,0.01972,17.44,0.594,sample_GN7A0000-integrate_subtracted.dat,ok
57.18,0.4063,0.004921,0.4062,13.0247,19.48,0.1239,19.44,0.8152,sample_GN7B0000-integrate_subtracted.dat,ok
54.22,0.1927,0.002769,0.1927,11.1226,18.81,0.1424,18.8,0.617,sample_GN7C0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_GN8A0000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_GN8B0000-integrate_subtracted.dat,autorg_failed
6.35,0.03273,0.0001719,0.03567,3.17529,4.956,0.0115,21.62,0.2311,sample_GN8C0000-integrate_subtracted.dat,ok
30.24,0.3785,0.0008571,0.3785,14.6642,11.26,0.01186,11.25,0.5796,sample_GN_vsc_mix10000-integrate_subtracted.dat,ok
56.45,0.8074,0.007326,0.8074,10.9322,17.29,0.1147,17.26,0.7702,sample_GN_vsc_mix20000-integrate_subtracted.dat,ok
57.19,0.8279,0.006434,0.8279,11.4804,17.92,0.09759,17.89,0.6929,sample_GN_vsc_mix30000-integrate_subtracted.dat,ok
10.98,0.1951,0.0001334,0.1951,3.72552,3.513,0.002496,3.514,0.6857,sample_GOXVII0000-integrate_subtracted.dat,ok
12.21,0.108,0.000135,0.108,3.75717,3.633,0.006631,3.633,0.7601,sample_GOXVIIIPIO100000-integrate_subtracted.dat,ok
11.71,0.09795,0.0001436,0.09795,3.67029,3.575,0.006849,3.575,0.8912,sample_GOXVII_00020000-integrate_subtracted.dat,ok
10.96,0.1975,0.0001427,0.1975,3.68274,3.494,0.002808,3.494,0.5994,sample_GOXXS0000-integrate_subtracted.dat,ok
12.87,0.1096,0.0001547,0.1096,3.70704,3.625,0.007735,3.625,0.852,sample_GOXXSIPIO100000-integrate_subtracted.dat,ok
11.34,0.09926,0.0001545,0.09926,3.69322,3.55,0.007323,3.55,0.7692,sample_GOXXS_00020000-integrate_subtracted.dat,ok
4.59,0.01056,3.436e-05,0.01056,2.29398,1.294,0.01289,1.292,0.229,sample_GP_A0000-integrate_subtracted.dat,ok
30.53,0.01468,0.0008903,0.01468,7.95374,12.97,0.302,13.0,0.5233,sample_GP_C0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_GP_D0000-integrate_subtracted.dat,autorg_failed
38.1,0.05289,0.002136,0.0529,11.6365,15.15,0.2321,15.17,0.6609,sample_GP_E0000-integrate_subtracted.dat,ok
44.2,0.08917,0.003139,0.08917,10.4127,16.11,0.2431,16.09,0.6729,sample_GP_F0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_GP_G0000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_GP_H0000-integrate_subtracted.dat,autorg_failed
17.99,0.01639,0.0003784,0.01639,3.22643,8.933,0.05507,8.994,0.3567,sample_GP_I0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_GP_J0000-integrate_subtracted.dat,autorg_failed
17.81,0.02568,0.0002611,0.02569,2.96535,8.828,0.02387,8.9,0.2057,sample_GP_L0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_GP_M0000-integrate_subtracted.dat,autorg_failed
21.24,0.004591,0.0004479,0.004589,5.57055,6.293,0.9649,6.153,0.596,sample_GP_N0000-integrate_subtracted.dat,ok
33.48,0.02646,0.001136,0.02646,9.88564,13.67,0.2355,13.71,0.5767,sample_GP_Q0000-integrate_subtracted.dat,ok
9.75,88.42,0.09815,88.42,3.0744,3.062,0.005019,3.062,0.8544,sample_GSN16uM0000-integrate_subtracted.dat,ok
10.63,87.99,0.09192,87.99,3.09953,3.119,0.004921,3.118,0.8789,sample_GSN16uM_00020000-integrate_subtracted.dat,ok
12.14,124.0,0.134,124.0,3.06559,3.131,0.007919,3.13,0.7726,sample_GSN22uM0000-integrate_subtracted.dat,ok
9.73,117.1,0.1435,117.1,3.05275,3.046,0.004523,3.046,0.8997,sample_GSN22uM_00020000-integrate_subtracted.dat,ok
11.46,158.2,0.1367,158.2,3.04731,3.102,0.006048,3.102,0.7886,sample_GSN28uM0000-integrate_subtracted.dat,ok
11.29,155.3,0.139,155.3,3.05407,3.096,0.00508,3.096,0.8179,sample_GSN28uM_00020000-integrate_subtracted.dat,ok
10.85,224.8,0.1568,224.8,3.03646,3.078,0.003577,3.077,0.8386,sample_GSN40uM0000-integrate_subtracted.dat,ok
12.13,217.0,0.1568,217.0,3.02081,3.089,0.004858,3.089,0.8127,sample_GSN40uM_00020000-integrate_subtracted.dat,ok
10.2,19.92,0.07451,19.92,3.42871,3.415,0.013,3.414,0.858,sample_GSN4uM0000-integrate_subtracted.dat,ok
10.54,19.6,0.09159,19.6,3.57554,3.52,0.01667,3.518,0.804,sample_GSN4uM_00020000-integrate_subtracted.dat,ok
13.59,264.0,0.2311,264.0,3.01381,3.105,0.007408,3.104,0.7137,sample_GSN50uM0000-integrate_subtracted.dat,ok
12.38,295.9,0.2273,295.9,3.02217,3.085,0.005452,3.084,0.7905,sample_GSN60uM0000-integrate_subtracted.dat,ok
9.63,42.4,0.1204,42.4,3.23588,3.255,0.009401,3.255,0.8995,sample_GSN8uM0000-integrate_subtracted.dat,ok
9.84,42.14,0.07034,42.14,3.33871,3.327,0.006187,3.326,0.9001,sample_GSN8uM_00020000-integrate_subtracted.dat,ok
28.67,234.0,1.957,234.0,8.0485,8.204,0.08878,8.182,0.8559,sample_Gm_0p50000-integrate_subtracted.dat,ok
23.77,568.1,2.444,568.0,7.98846,7.963,0.03043,7.949,0.912,sample_Gm_10000-integrate_subtracted.dat,ok
27.17,1110.0,3.968,1110.0,7.88408,7.989,0.03153,7.975,0.9505,sample_Gm_20000-integrate_subtracted.dat,ok
27.22,1623.0,4.713,1623.0,7.8292,8.008,0.02475,7.995,0.9489,sample_Gm_30000-integrate_subtracted.dat,ok
29.3,2306.0,4.345,2306.0,7.6627,7.746,0.02343,7.743,0.8282,sample_Gm_40000-integrate_subtracted.dat,ok
7.63,4.839,0.08492,4.839,3.23383,2.692,0.04532,2.69,0.7981,sample_Gw_0p50000-integrate_subtracted.dat,ok
7.68,11.02,0.08665,11.02,2.84957,2.663,0.02164,2.662,0.7728,sample_Gw_10000-integrate_subtracted.dat,ok
23.24,32.81,0.6416,32.81,3.86624,5.128,0.2632,5.056,0.6635,sample_Gw_20000-integrate_subtracted.dat,ok
23.27,45.48,0.599,45.47,3.9028,5.208,0.1691,5.133,0.6723,sample_Gw_30000-integrate_subtracted.dat,ok
17.73,56.42,0.5615,56.42,3.3057,4.623,0.08913,4.584,0.5739,sample_Gw_40000-integrate_subtracted.dat,ok
24.15,0.7657,0.002743,0.7656,4.05098,5.68,0.04378,5.598,0.6475,sample_H00000-integrate_subtracted.dat,ok
7.24,0.2572,0.0001657,0.2572,3.38386,2.736,0.0009473,2.736,0.5499,sample_H10000-integrate_subtracted.dat,ok
34.7,0.3909,0.002771,0.3908,5.77747,8.637,0.1031,8.509,0.618,sample_H20000-integrate_subtracted.dat,ok
64.02,1.973,0.0125,1.973,15.1477,22.28,0.06367,22.27,0.6779,sample_HC_25mM0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_HC_25mM_6K_250uM_15min_20000-integrate_subtracted.dat,autorg_failed
65.19,4.516,0.02814,4.516,10.8542,24.78,0.0393,24.81,0.4521,sample_HC_25mM_6K_250uM_30min0000-integrate_subtracted.dat,ok
60.77,1.688,0.01117,1.688,14.1711,21.53,0.06735,21.51,0.6436,sample_HC_6K_0min0000-integrate_subtracted.dat,ok
51.87,1.364,0.006959,1.364,13.6978,19.33,0.03658,19.33,0.5873,sample_HC_6K_10min0000-integrate_subtracted.dat,ok
61.05,1.668,0.01231,1.668,10.1466,21.35,0.08333,21.32,0.4003,sample_HC_6K_15min0000-integrate_subtracted.dat,ok
62.74,1.672,0.01511,1.672,13.8235,21.2,0.09306,21.18,0.7986,sample_HC_6K_20min0000-integrate_subtracted.dat,ok
59.59,1.624,0.008502,1.624,9.90419,21.13,0.05115,21.11,0.409,sample_HC_6K_30min0000-integrate_subtracted.dat,ok
53.87,682.6,11.82,682.5,15.891,16.38,0.2806,16.29,0.8605,sample_HEPES_0p50000-integrate_subtracted.dat,ok
51.24,1302.0,8.718,1301.0,15.8831,15.9,0.0961,15.8,0.8016,sample_HEPES_10000-integrate_subtracted.dat,ok
