Dmax,I0_real,I0_real_err,I0_recip,Rg_autorg,Rg_real,Rg_real_err,Rg_recip,estimate,file,status
6.53,26.17,0.114,26.17,2.10538,2.177,0.01092,2.176,0.6372,sample_RL_37_50000-integrate_subtracted.dat,ok
8.52,32.33,0.1302,32.33,1.74821,2.101,0.02313,2.099,0.5789,sample_RL_37_60000-integrate_subtracted.dat,ok
3.37,0.05594,6.807e-05,0.0583,1.25922,3.147,0.0008502,26.21,0.2714,sample_RNA10000-integrate_subtracted.dat,ok
3.36,0.05071,6.505e-05,0.05261,1.35884,3.112,0.0008306,25.03,0.273,sample_RNA20000-integrate_subtracted.dat,ok
,,,,,,,,,sample_RNA30000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_RNA40000-integrate_subtracted.dat,autorg_failed
2.57,0.02535,5.778e-05,0.02604,1.28555,2.409,0.001507,17.8,0.2312,sample_RNA50000-integrate_subtracted.dat,ok
3.41,0.04352,7.244e-05,0.0459,1.06607,3.147,0.00137,26.32,0.2381,sample_RNA60000-integrate_subtracted.dat,ok
3.41,0.04454,8.623e-05,0.0467,1.11046,3.131,0.001571,25.7,0.2368,sample_RNA70000-integrate_subtracted.dat,ok
2.73,0.02663,6.103e-05,0.02608,1.15866,2.483,0.001575,14.74,0.2314,sample_RNA80000-integrate_subtracted.dat,ok
21.33,10.88,1.16,10.9,3.63135,14.16,1.236,13.23,0.5297,sample_RNA_10ul0000-integrate_subtracted.dat,ok
6.58,34.99,0.2376,34.99,2.96694,2.339,0.01179,2.338,0.3833,sample_RNA_20ul0000-integrate_subtracted.dat,ok
12.17,0.1087,0.0003038,0.1087,3.37106,3.55,0.01802,3.545,0.7247,sample_RNA_21p8_10dil0000-integrate_subtracted.dat,ok
9.45,0.07484,0.0002348,0.07484,2.51002,2.632,0.01545,2.63,0.734,sample_RNA_21p8_10xdil0000-integrate_subtracted.dat,ok
11.77,0.05785,0.000225,0.05785,3.45097,3.563,0.02139,3.557,0.6833,sample_RNA_21p8_20dil0000-integrate_subtracted.dat,ok
7.82,0.03483,0.0001418,0.03483,2.48464,2.513,0.01167,2.512,0.781,sample_RNA_21p8_20xdil0000-integrate_subtracted.dat,ok
39.3,37.31,5.685,37.3,7.85077,12.57,1.973,12.45,0.5765,sample_RNA_30ul0000-integrate_subtracted.dat,ok
48.6,63.25,9.705,63.23,8.21845,18.53,1.333,18.35,0.5455,sample_RNA_40ul0000-integrate_subtracted.dat,ok
45.68,58.21,9.428,58.19,7.61005,17.56,1.24,17.37,0.5391,sample_RNA_50ul0000-integrate_subtracted.dat,ok
42.94,73.0,9.5,72.97,7.26158,17.77,1.012,17.64,0.5399,sample_RNA_60ul0000-integrate_subtracted.dat,ok
5.26,0.02178,7.344e-05,0.02178,1.58248,1.989,0.006081,1.989,0.2416,sample_RNA_Hst1_21p8_10dil0000-integrate_subtracted.dat,ok
5.86,0.03686,0.0001054,0.03686,2.03947,2.127,0.005351,2.127,0.426,sample_RNA_Hst1_21p8_20dil0000-integrate_subtracted.dat,ok
5.07,0.02123,7.353e-05,0.02123,1.60861,1.757,0.006551,1.756,0.4788,sample_RNA_Hst3_21p8_10dil0000-integrate_subtracted.dat,ok
6.31,0.05367,0.0001259,0.05367,1.56199,1.819,0.007001,1.818,0.471,sample_RNA_Hst3_21p8_20dil0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_RNA_pure0000-integrate_subtracted.dat,autorg_failed
44.98,26.14,2.305,26.13,11.1777,14.45,0.9107,14.39,0.6852,sample_RR_0p110000-integrate_subtracted.dat,ok
71.66,63.74,5.723,63.73,13.8526,19.42,1.666,19.29,0.6207,sample_RR_0p210000-integrate_subtracted.dat,ok
67.31,125.0,7.625,125.0,14.6314,17.29,1.211,17.21,0.6884,sample_RR_0p420000-integrate_subtracted.dat,ok
66.68,305.6,9.404,305.6,16.0139,18.42,0.558,18.31,0.6838,sample_RR_0p850000-integrate_subtracted.dat,ok
7.65,718.0,0.5493,718.0,3.08961,2.915,0.0009537,2.915,0.5839,sample_RR_13p590000-integrate_subtracted.dat,ok
68.42,754.2,14.31,754.2,17.2726,19.16,0.3612,19.06,0.692,sample_RR_1p700000-integrate_subtracted.dat,ok
70.78,1924.0,17.45,1923.0,17.2777,20.48,0.1414,20.38,0.6491,sample_RR_3p400000-integrate_subtracted.dat,ok
75.75,4932.0,89.59,4931.0,18.8897,22.35,0.3339,22.23,0.7242,sample_RR_6p790000-integrate_subtracted.dat,ok
7.26,12.04,0.1727,12.04,2.57468,2.545,0.03982,2.543,0.6315,sample_R_0N_0p590000-integrate_subtracted.dat,ok
6.97,16.18,0.1497,16.18,2.76001,2.558,0.02124,2.557,0.8708,sample_R_0N_0p870000-integrate_subtracted.dat,ok
,,,,,,,,,sample_R_0N_1p180000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_R_10000-integrate_subtracted.dat,autorg_failed
7.95,11.4,0.1551,11.4,3.5586,2.947,0.02915,2.946,0.8753,sample_R_100N_0p670000-integrate_subtracted.dat,ok
10.13,19.26,0.1516,19.26,3.40293,3.359,0.03073,3.355,0.78,sample_R_100N_0p980000-integrate_subtracted.dat,ok
9.5,25.09,0.2216,25.09,3.42538,3.189,0.02614,3.186,0.7676,sample_R_100N_1p330000-integrate_subtracted.dat,ok
,,,,,,,,,sample_R_20000-integrate_subtracted.dat,autorg_failed
10.66,130.3,0.2513,130.3,3.45147,3.415,0.007753,3.415,0.8692,sample_R_30000-integrate_subtracted.dat,ok
11.12,88.25,0.1615,88.25,3.29563,3.309,0.008337,3.308,0.9046,sample_R_40000-integrate_subtracted.dat,ok
10.08,65.18,0.1451,65.18,3.38768,3.354,0.008793,3.353,0.8974,sample_R_50000-integrate_subtracted.dat,ok
7.57,13.02,0.1177,13.02,3.27228,2.856,0.01664,2.856,0.8839,sample_R_50N_0p820000-integrate_subtracted.dat,ok
7.89,37.42,0.116,37.42,1.6312,1.946,0.01711,1.939,0.5153,sample_R_50N_0p82_t370000-integrate_subtracted.dat,ok
7.65,13.61,0.1816,13.61,3.06148,2.757,0.02663,2.756,0.8527,sample_R_50N_0p82_t500000-integrate_subtracted.dat,ok
8.84,22.1,0.1392,22.1,3.27802,3.03,0.01599,3.029,0.8812,sample_R_50N_1p210000-integrate_subtracted.dat,ok
8.22,45.19,0.1259,45.19,1.72619,2.182,0.01534,2.175,0.5899,sample_R_50N_1p21_t370000-integrate_subtracted.dat,ok
8.46,20.88,0.1884,20.88,3.06709,2.901,0.02267,2.899,0.7824,sample_R_50N_1p21_t500000-integrate_subtracted.dat,ok
9.47,31.26,0.2346,31.26,3.45599,3.177,0.02192,3.174,0.8093,sample_R_50N_1p630000-integrate_subtracted.dat,ok
8.85,53.98,0.1339,53.98,1.84915,2.411,0.01429,2.404,0.4819,sample_R_50N_1p63_t370000-integrate_subtracted.dat,ok
9.11,29.36,0.1917,29.36,3.14296,3.044,0.02361,3.042,0.748,sample_R_50N_1p63_t500000-integrate_subtracted.dat,ok
10.81,42.97,0.156,42.97,3.32715,3.389,0.01383,3.388,0.8564,sample_R_60000-integrate_subtracted.dat,ok
10.03,30.33,0.1126,30.33,3.40418,3.348,0.01232,3.347,0.89,sample_R_70000-integrate_subtracted.dat,ok
10.24,19.45,0.1076,19.45,3.33473,3.329,0.02082,3.328,0.7676,sample_R_80000-integrate_subtracted.dat,ok
19.9,0.03926,0.0005295,0.03926,5.10412,5.149,0.1462,5.149,0.7332,sample_S10000-integrate_subtracted.dat,ok
48.78,0.6449,0.004137,0.6449,11.2245,16.14,0.07223,16.13,0.8456,sample_S10_DMPCPG_UNfr_1to10000-integrate_subtracted.dat,ok
52.74,0.5571,0.003891,0.5571,11.7963,16.53,0.08421,16.49,0.8242,sample_S11_DMPCPG_PG10k_1to10000-integrate_subtracted.dat,ok
25.55,6095.0,6.739,6095.0,6.8303,7.148,0.01011,7.133,0.7652,sample_S120000-integrate_subtracted.dat,ok
67.17,3528.0,125.2,3528.0,12.32,16.51,0.6565,16.35,0.6554,sample_S127_4000000-integrate_subtracted.dat,ok
22.47,71.05,0.9433,71.04,8.92447,7.465,0.08312,7.402,0.7269,sample_S12_1000000-integrate_subtracted.dat,ok
30.82,150.2,2.336,150.1,11.8503,10.39,0.1169,10.32,0.6178,sample_S12_1750000-integrate_subtracted.dat,ok
38.3,301.7,4.906,301.6,12.3504,11.77,0.1713,11.68,0.8055,sample_S12_3000000-integrate_subtracted.dat,ok
27.07,186.7,1.375,186.6,9.24448,9.0,0.05339,8.948,0.8335,sample_S12_4000000-integrate_subtracted.dat,ok
,,,,,,,,,sample_S12_90_GNP_100000-integrate_subtracted.dat,autorg_failed
50.35,0.6232,0.002735,0.6232,11.547,16.28,0.0429,16.27,0.6628,sample_S12_DMPCPG_PG2k_1to10000-integrate_subtracted.dat,ok
7.81,-0.002752,0.0003106,0.0,3.7609,13.09,0.5799,0.0,0.2427,sample_S12c0000-integrate_subtracted.dat,ok
51.03,8588.0,71.89,8587.0,9.27804,10.96,0.202,10.82,0.6938,sample_S130000-integrate_subtracted.dat,ok
,,,,,,,,,sample_S13_90_GNP_100000-integrate_subtracted.dat,autorg_failed
50.08,0.6484,0.004483,0.6483,10.9187,16.28,0.07027,16.26,0.8568,sample_S13_DMPCPG_PGUnFr_1to2p50000-integrate_subtracted.dat,ok
,,,,,,,,,sample_S140000-integrate_subtracted.dat,autorg_failed
70.62,116900.0,824.6,116900.0,13.0443,16.86,0.1503,16.73,0.4915,sample_S14_90_GNP_100000-integrate_subtracted.dat,ok
49.87,0.584,0.004981,0.584,11.6939,16.18,0.09705,16.17,0.831,sample_S14_DMPCPG_PG10k_1to2p50000-integrate_subtracted.dat,ok
17.28,4878.0,2.987,4878.0,4.36827,5.754,0.002839,5.755,0.6073,sample_S150000-integrate_subtracted.dat,ok
25.96,85.88,1.257,85.86,8.65491,8.438,0.1066,8.349,0.7077,sample_S15_1000000-integrate_subtracted.dat,ok
35.23,219.4,2.788,219.4,9.35687,11.33,0.09249,11.26,0.7693,sample_S15_1750000-integrate_subtracted.dat,ok
36.51,391.0,5.828,390.9,11.5952,11.73,0.1325,11.66,0.8407,sample_S15_3000000-integrate_subtracted.dat,ok
29.83,256.6,2.001,256.6,9.76977,9.631,0.06431,9.567,0.8303,sample_S15_4000000-integrate_subtracted.dat,ok
,,,,,,,,,sample_S15_90_GNP_100000-integrate_subtracted.dat,autorg_failed
51.23,0.6276,0.007763,0.6276,8.52171,16.05,0.1607,16.05,0.7278,sample_S15_DMPCPG_PG2k_1to2p50000-integrate_subtracted.dat,ok
13.13,1260.0,1.382,1260.0,2.18344,2.571,0.01218,2.565,0.6585,sample_S160000-integrate_subtracted.dat,ok
5.11,2130.0,0.5909,2130.0,2.26975,1.835,0.0003489,1.835,0.4843,sample_S16_90_GNP_100000-integrate_subtracted.dat,ok
51.3,0.6769,0.00507,0.6769,11.3624,16.33,0.08177,16.32,0.7029,sample_S16_DMPCPG_PGUnFr_1to50000-integrate_subtracted.dat,ok
,,,,,,,,,sample_S17_90_GNP_100000-integrate_subtracted.dat,autorg_failed
46.31,0.6162,0.004909,0.6162,10.6802,16.08,0.07016,16.06,0.8354,sample_S17_DMPCPG_PG10k_1to50000-integrate_subtracted.dat,ok
45.85,0.622,0.00416,0.622,10.5724,16.28,0.06349,16.28,0.8371,sample_S18_DMPCPG_PG2k_1to50000-integrate_subtracted.dat,ok
,,,,,,,,,sample_S1_0p50000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_S1_10000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_S1_1p50000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_S1_20000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_S1_30000-integrate_subtracted.dat,autorg_failed
9.44,0.01689,0.0001216,0.01689,2.97072,2.978,0.02558,2.976,0.7289,sample_S1_PG_UnFr_2p5mgml0000-integrate_subtracted.dat,ok
4.67,300.0,0.2513,300.0,1.62278,1.759,0.0009984,1.759,0.6229,sample_S1_deltaYecA_20mg_no_zn0000-integrate_subtracted.dat,ok
18.88,0.03061,0.0004149,0.03061,5.41747,5.355,0.1075,5.358,0.7527,sample_S20000-integrate_subtracted.dat,ok
43.06,253.7,7.904,253.5,7.17312,12.9,0.4055,12.6,0.5849,sample_S210000-integrate_subtracted.dat,ok
54.92,146.4,13.53,146.4,9.98596,15.17,1.507,14.98,0.658,sample_S21_1000000-integrate_subtracted.dat,ok
36.24,302.0,5.528,302.0,11.0772,12.23,0.1539,12.14,0.6525,sample_S21_1760000-integrate_subtracted.dat,ok
34.95,488.8,3.312,488.8,10.7273,11.29,0.045,11.23,0.6284,sample_S21_3000000-integrate_subtracted.dat,ok
33.97,392.2,3.164,392.1,9.50985,10.51,0.07597,10.44,0.8009,sample_S21_4000000-integrate_subtracted.dat,ok
3.36,867.6,0.2481,867.6,1.30809,1.13,0.0003133,1.13,0.5532,sample_S21_GNP0000-integrate_subtracted.dat,ok
41.84,504.8,7.116,504.7,11.9814,13.37,0.1226,13.29,0.8222,sample_S21_NoRNA1760000-integrate_subtracted.dat,ok
,,,,,,,,,sample_S21_RNA1760000-integrate_subtracted.dat,autorg_failed
5.62,2.188,0.103,2.188,1.62918,2.049,0.1072,2.048,0.5001,sample_S2_0p50000-integrate_subtracted.dat,ok
7.02,4.155,0.1507,4.155,1.93748,2.234,0.109,2.233,0.6274,sample_S2_10000-integrate_subtracted.dat,ok
6.86,8.353,0.1414,8.353,2.58886,2.453,0.037,2.452,0.7738,sample_S2_20000-integrate_subtracted.dat,ok
,,,,,,,,,sample_S2_30000-integrate_subtracted.dat,autorg_failed
8.28,17.68,0.102,17.68,2.78232,2.726,0.01664,2.725,0.8235,sample_S2_40000-integrate_subtracted.dat,ok
14.48,0.01958,0.0002548,0.01958,2.52566,2.855,0.1445,2.852,0.6611,sample_S2_PG_10k_2p5mgml0000-integrate_subtracted.dat,ok
4.84,279.8,0.2517,279.8,1.65313,1.779,0.00134,1.779,0.6177,sample_S2_deltaYecA_15mg_no_zn0000-integrate_subtracted.dat,ok
18.38,0.04483,0.0003043,0.04483,5.11083,5.046,0.05561,5.048,0.756,sample_S30000-integrate_subtracted.dat,ok
26.09,111.4,1.675,111.4,9.48755,8.469,0.1095,8.382,0.6474,sample_S31_1000000-integrate_subtracted.dat,ok
40.62,424.6,6.622,424.5,11.6855,13.18,0.1453,13.1,0.8189,sample_S31_1750000-integrate_subtracted.dat,ok
,,,,,,,,,sample_S31_3000000-integrate_subtracted.dat,autorg_failed
34.51,618.4,5.531,618.3,11.1273,10.8,0.08474,10.73,0.7814,sample_S31_4000000-integrate_subtracted.dat,ok
45.96,767.1,12.48,767.0,12.2092,14.75,0.1518,14.66,0.8289,sample_S31_NoRNA1750000-integrate_subtracted.dat,ok
,,,,,,,,,sample_S31_RNA1750000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_S39_1750000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_S39_3000000-integrate_subtracted.dat,autorg_failed
38.04,849.8,7.157,849.6,11.5153,11.74,0.08433,11.65,0.7899,sample_S39_4000000-integrate_subtracted.dat,ok
3.83,0.003767,4.24e-05,0.003767,1.17935,1.22,0.0227,1.22,0.7495,sample_S3_PG_2k_2p5mgml0000-integrate_subtracted.dat,ok
4.86,161.4,0.2059,161.4,1.7841,1.828,0.001927,1.829,0.608,sample_S3_deltaYecA_10mg_no_zn0000-integrate_subtracted.dat,ok
9.47,0.008755,0.0001991,0.008755,3.99512,5.628,0.02446,5.642,0.1895,sample_S3c0000-integrate_subtracted.dat,ok
18.06,0.04177,0.0003493,0.04177,5.2508,5.16,0.06814,5.162,0.6802,sample_S40000-integrate_subtracted.dat,ok
50.99,28.53,8.175,28.53,8.86047,5.768,7.317,5.534,0.6148,sample_S480000-integrate_subtracted.dat,ok
26.04,184.1,2.204,184.1,4.63433,6.007,0.1746,5.93,0.6559,sample_S490000-integrate_subtracted.dat,ok
6.96,0.005918,6.359e-05,0.005918,2.81184,2.497,0.02282,2.496,0.8339,sample_S4_PG_UNFr_1mgml0000-integrate_subtracted.dat,ok
8.24,-0.01067,0.0003698,0.0,4.08901,10.51,0.08872,0.0,0.2813,sample_S4c0000-integrate_subtracted.dat,ok
17.65,0.06922,0.0005325,0.06922,5.12222,5.133,0.05229,5.133,0.7346,sample_S50000-integrate_subtracted.dat,ok
5.43,42.99,0.07054,42.99,2.31642,1.88,0.003338,1.88,0.5106,sample_S500000-integrate_subtracted.dat,ok
34.24,133.8,2.686,133.8,6.04497,7.701,0.3243,7.592,0.6421,sample_S510000-integrate_subtracted.dat,ok
4.91,39.34,0.08464,39.34,2.19838,1.711,0.003392,1.711,0.4936,sample_S520000-integrate_subtracted.dat,ok
24.34,113.2,1.082,113.2,5.01142,6.045,0.1116,5.975,0.6329,sample_S530000-integrate_subtracted.dat,ok
,,,,,,,,,sample_S56_1770000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_S56_3000000-integrate_subtracted.dat,autorg_failed
38.88,1325.0,12.09,1325.0,13.5245,12.21,0.08685,12.13,0.7312,sample_S56_4000000-integrate_subtracted.dat,ok
12.14,0.008252,0.0001567,0.008252,2.57154,2.851,0.1473,2.848,0.6523,sample_S5_PG_10k_1mgml0000-integrate_subtracted.dat,ok
3.88,236.1,0.1946,236.1,1.55226,1.6,0.0006589,1.601,0.6031,sample_S5_deltaYecA_20mg_Zn0000-integrate_subtracted.dat,ok
23.88,-0.0536,0.0007626,0.0,3.96932,13.23,0.03017,0.0,0.1887,sample_S5c0000-integrate_subtracted.dat,ok
28.58,0.06996,0.001331,0.06996,5.08519,5.201,0.3996,5.196,0.6736,sample_S60000-integrate_subtracted.dat,ok
43.01,2002.0,18.25,2002.0,13.0197,13.72,0.08328,13.65,0.7666,sample_S63_3000000-integrate_subtracted.dat,ok
43.01,1454.0,12.38,1454.0,11.8176,12.8,0.09979,12.7,0.7427,sample_S63_4000000-integrate_subtracted.dat,ok
7.0,0.00193,9.062e-05,0.00193,1.166,1.692,0.2463,1.691,0.569,sample_S6_PG_2k_2p5mgml0000-integrate_subtracted.dat,ok
3.79,170.3,0.1544,170.3,1.67144,1.585,0.0008047,1.585,0.5946,sample_S6_deltaYecA_15mg_Zn0000-integrate_subtracted.dat,ok
11.16,-0.02589,0.0004334,0.0,4.13682,9.862,0.05087,0.0,0.2807,sample_S6c0000-integrate_subtracted.dat,ok
13.26,0.0362,0.0001698,0.0362,4.24238,4.201,0.02195,4.199,0.7685,sample_S70000-integrate_subtracted.dat,ok
25.65,56.18,0.9953,56.16,8.70383,8.303,0.1201,8.222,0.7151,sample_S7_1000000-integrate_subtracted.dat,ok
28.6,103.3,2.07,103.3,10.7958,9.88,0.1279,9.83,0.8509,sample_S7_1750000-integrate_subtracted.dat,ok
30.75,130.5,1.586,130.5,9.74841,9.942,0.08441,9.888,0.8435,sample_S7_3000000-integrate_subtracted.dat,ok
27.59,96.58,1.753,96.56,8.17684,8.521,0.1605,8.458,0.8061,sample_S7_4000000-integrate_subtracted.dat,ok
6.75,0.003097,7.641e-05,0.003097,2.69807,2.493,0.04805,2.492,0.789,sample_S7_PG_UnFr_0p5mgml0000-integrate_subtracted.dat,ok
4.03,99.36,0.128,99.36,1.8259,1.641,0.001305,1.642,0.6025,sample_S7_deltaYecA_10mg_Zn0000-integrate_subtracted.dat,ok
6.8,0.00804,9.553e-05,0.00804,2.64553,3.196,0.01557,3.197,0.2972,sample_S7c0000-integrate_subtracted.dat,ok
13.91,0.04552,0.0003193,0.04552,4.10427,4.242,0.04032,4.239,0.7463,sample_S80000-integrate_subtracted.dat,ok
13.08,0.004135,0.0001458,0.004135,2.63667,2.854,0.342,2.853,0.6368,sample_S8_PG_10k_0p5mgml0000-integrate_subtracted.dat,ok
9.93,-0.01706,0.0003001,0.0,3.25188,9.863,0.05068,0.0,0.286,sample_S8c0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_S95_3000000-integrate_subtracted.dat,autorg_failed
42.12,2222.0,19.58,2222.0,11.8532,12.71,0.09355,12.6,0.7501,sample_S95_4000000-integrate_subtracted.dat,ok
,,,,,,,,,sample_S9_PG_2k_0p5mgml0000-integrate_subtracted.dat,autorg_failed
8.82,3.06,0.115,3.06,3.91522,1.596,0.3991,1.59,0.5794,sample_SAM68_1to50_40000-integrate_subtracted.dat,ok
8.46,5.633,0.09808,5.633,2.76949,1.473,0.1337,1.47,0.5991,sample_SAM68_1to50_50000-integrate_subtracted.dat,ok
16.72,10.93,0.3303,10.93,4.40884,3.232,0.4185,3.201,0.6476,sample_SAM68_1to50_60000-integrate_subtracted.dat,ok
5.79,1.265,0.06562,1.265,1.01553,0.993,0.3608,0.9921,0.6401,sample_SAM68_1to50_low20000-integrate_subtracted.dat,ok
8.95,1.871,0.1057,1.871,2.31568,1.874,0.4759,1.869,0.6259,sample_SAM68_1to50_low30000-integrate_subtracted.dat,ok
57.93,21.36,5.464,21.36,10.7768,22.04,2.803,22.04,0.6201,sample_SAM68_1to50_lowest0000-integrate_subtracted.dat,ok
11.37,3.445,0.1372,3.445,2.47102,3.411,0.2337,3.404,0.5842,sample_SAM68_40000-integrate_subtracted.dat,ok
14.18,18.86,0.2145,18.86,2.65973,3.455,0.1161,3.446,0.6009,sample_SAM68_4_protein0000-integrate_subtracted.dat,ok
14.38,696.4,0.8746,696.4,2.67627,1.912,0.02054,1.93,0.6266,sample_SAM68_4_withRNA0000-integrate_subtracted.dat,ok
14.81,9.405,0.1723,9.405,2.71509,5.039,0.1038,5.024,0.5416,sample_SAM68_50000-integrate_subtracted.dat,ok
5.94,4.741,0.05981,4.741,1.13198,1.948,0.03858,1.946,0.4849,sample_SAM68_50to96_40000-integrate_subtracted.dat,ok
22.67,27.03,0.701,27.03,4.69111,5.922,0.2927,5.881,0.6454,sample_SAM68_50to96_50000-integrate_subtracted.dat,ok
7.74,19.35,0.1146,19.35,1.2895,2.596,0.02204,2.593,0.4716,sample_SAM68_50to96_60000-integrate_subtracted.dat,ok
3.01,1.455,0.02955,1.455,1.00162,0.8079,0.04573,0.8076,0.5554,sample_SAM68_50to96_low20000-integrate_subtracted.dat,ok
3.04,1.971,0.03121,1.971,1.01469,0.955,0.02789,0.9548,0.5355,sample_SAM68_50to96_low30000-integrate_subtracted.dat,ok
,,,,,,,,,sample_SAM68_50to96_lowest0000-integrate_subtracted.dat,autorg_failed
15.52,40.19,0.3189,40.19,3.11958,3.562,0.08209,3.556,0.6758,sample_SAM68_5_protein0000-integrate_subtracted.dat,ok
15.69,984.3,0.793,984.3,3.8838,4.026,0.006836,4.022,0.779,sample_SAM68_5_withRNA0000-integrate_subtracted.dat,ok
12.44,17.52,0.1655,17.52,3.08046,3.733,0.04668,3.727,0.6208,sample_SAM68_60000-integrate_subtracted.dat,ok
15.01,70.63,0.4305,70.63,3.01035,3.451,0.0543,3.444,0.6492,sample_SAM68_6_protein0000-integrate_subtracted.dat,ok
33.53,1916.0,5.73,1916.0,7.31143,8.232,0.04458,8.171,0.6911,sample_SAM68_6_withRNA0000-integrate_subtracted.dat,ok
11.89,11.05,0.1071,11.05,2.44616,2.698,0.07384,2.696,0.6194,sample_SAM68_HEPES10_40000-integrate_subtracted.dat,ok
9.14,20.78,0.07766,20.78,2.39125,2.438,0.02054,2.438,0.5764,sample_SAM68_HEPES10_50000-integrate_subtracted.dat,ok
12.58,3.373,0.1024,3.373,2.18795,2.986,0.2701,2.979,0.5083,sample_SAM68_HEPES10_low20000-integrate_subtracted.dat,ok
10.62,6.259,0.105,6.259,2.35308,2.772,0.1132,2.768,0.595,sample_SAM68_HEPES10_low30000-integrate_subtracted.dat,ok
6.14,1.911,0.04476,1.911,1.06651,2.041,0.07555,2.04,0.4923,sample_SAM68_HEPES10_lowest0000-integrate_subtracted.dat,ok
6.38,7.316,0.06482,7.316,2.57614,2.335,0.01622,2.334,0.7167,sample_SAM68_HEPES150_40000-integrate_subtracted.dat,ok
8.33,14.88,0.08294,14.88,2.72863,2.707,0.01613,2.706,0.7685,sample_SAM68_HEPES150_50000-integrate_subtracted.dat,ok
9.77,32.1,0.1031,32.1,2.83339,2.975,0.01526,2.973,0.681,sample_SAM68_HEPES150_60000-integrate_subtracted.dat,ok
8.24,2.225,0.08115,2.225,2.16756,2.292,0.1862,2.29,0.5269,sample_SAM68_HEPES150_low20000-integrate_subtracted.dat,ok
10.36,4.363,0.09113,4.363,2.41645,2.774,0.101,2.772,0.5141,sample_SAM68_HEPES150_low30000-integrate_subtracted.dat,ok
,,,,,,,,,sample_SAM68_HEPES150_lowest0000-integrate_subtracted.dat,autorg_failed
21.67,30.11,0.7482,30.1,4.34115,6.131,0.2163,6.092,0.6004,sample_SAM68_Nter_40000-integrate_subtracted.dat,ok
12.96,23.75,0.1724,23.75,3.04226,4.201,0.04392,4.191,0.5439,sample_SAM68_Nter_50000-integrate_subtracted.dat,ok
78.23,210.5,32.58,210.5,14.0039,23.34,3.429,23.21,0.6685,sample_SAM68_Nter_60000-integrate_subtracted.dat,ok
8.39,4.256,0.1052,4.256,1.67637,2.747,0.08693,2.745,0.5044,sample_SAM68_Nter_low20000-integrate_subtracted.dat,ok
7.49,9.644,0.1087,9.644,3.32761,2.713,0.02661,2.712,0.6163,sample_SAM68_Nter_low30000-integrate_subtracted.dat,ok
3.26,1.04,0.03101,1.04,1.02679,1.164,0.03802,1.164,0.5203,sample_SAM68_Nter_lowest0000-integrate_subtracted.dat,ok
12.05,8.619,0.1167,8.619,2.47157,3.012,0.1,3.006,0.6562,sample_SAM68_Tris10_40000-integrate_subtracted.dat,ok
12.3,17.77,0.1564,17.77,2.56925,2.797,0.07267,2.794,0.6685,sample_SAM68_Tris10_50000-integrate_subtracted.dat,ok
12.03,40.34,0.1063,40.34,2.2741,1.963,0.03187,1.969,0.6106,sample_SAM68_Tris10_60000-integrate_subtracted.dat,ok
7.0,2.287,0.05566,2.287,1.82143,2.154,0.08273,2.153,0.5342,sample_SAM68_Tris10_low20000-integrate_subtracted.dat,ok
9.34,4.164,0.09418,4.164,2.19571,2.339,0.1404,2.338,0.6287,sample_SAM68_Tris10_low30000-integrate_subtracted.dat,ok
16.27,16.75,0.184,16.75,2.76771,3.384,0.133,3.375,0.564,sample_SAM68_Tris150_40000-integrate_subtracted.dat,ok
8.11,32.13,0.1346,32.13,2.72353,2.698,0.01123,2.697,0.7476,sample_SAM68_Tris150_50000-integrate_subtracted.dat,ok
8.99,63.46,0.1511,63.46,2.78799,2.843,0.008977,2.842,0.69,sample_SAM68_Tris150_60000-integrate_subtracted.dat,ok
11.67,11.33,0.1058,11.33,2.50188,2.884,0.07142,2.88,0.6591,sample_SAM68_Tris150_cassette_40000-integrate_subtracted.dat,ok
16.42,23.62,0.2228,23.62,2.79691,3.307,0.1256,3.299,0.6611,sample_SAM68_Tris150_cassette_50000-integrate_subtracted.dat,ok
15.91,50.28,0.2559,50.28,2.82781,3.201,0.05741,3.196,0.6843,sample_SAM68_Tris150_cassette_60000-integrate_subtracted.dat,ok
9.19,3.06,0.06895,3.06,2.27668,2.536,0.1166,2.534,0.5715,sample_SAM68_Tris150_cassette_low20000-integrate_subtracted.dat,ok
12.74,5.903,0.1732,5.903,2.41456,2.743,0.2905,2.738,0.6141,sample_SAM68_Tris150_cassette_low30000-integrate_subtracted.dat,ok
5.56,1.11,0.04258,1.11,2.69357,2.196,0.06265,2.196,0.8289,sample_SAM68_Tris150_cassette_lowest0000-integrate_subtracted.dat,ok
8.37,4.091,0.06371,4.091,2.40709,2.44,0.06952,2.438,0.6492,sample_SAM68_Tris150_low20000-integrate_subtracted.dat,ok
